num_iters,num_states,fidelity
200,201,0.7516524809580453
201,202,0.7293725404646216
202,203,0.65610808980597
203,204,0.5982255260520494
204,205,0.7265699458912643
205,206,0.6697542117256812
206,207,0.6772293855715052
207,208,0.6961114813742535
208,209,0.6256804190173829
209,210,0.7690315696326079
210,211,0.7472716669075555
211,212,0.6981269571059916
212,213,0.7343999532886575
213,215,0.7215363801928046
214,216,0.7441492899816075
215,217,0.7584063598309634
216,218,0.8143092160996787
217,219,0.8192722794626668
218,220,0.8391643708318979
219,221,0.8373399078845717
220,222,0.8365779122810455
221,223,0.8188231386007668
222,224,0.8402185118402351
223,225,0.8209514637079002
224,226,0.8270958372428269
225,227,0.8451992251467377
226,228,0.8180765523916317
227,229,0.8505300052954349
228,230,0.8295726021142464
229,231,0.8469266635206963
230,232,0.8528344167628588
231,233,0.8721974887205372
232,234,0.8368857371808942
233,235,0.8392938006809606
234,236,0.875621622721669
235,237,0.8741532533812949
236,238,0.9091974201529939
